"run";"random_seed";"IRR";"tick";"Meta: Case";"Meta: Scenario";"name";"region";"technologyID";"Loadfactor";"Capacity";"capex";"opex";"specificRRR";"myCompanyRRR";"myCompany";"LRMC";"ownrLRMC";"certpriceneeded";"certpriceneeded_ownRRR";"StartTick";"startyear";"endyear";"endtick";"myinvestmentdecisiontype";"status";"estimannualprod";"exougenousflagg"
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_211";"Sweden";2;0.34;60.0;9.6503279E7;14.4;0.06202866261747517;0.07181646748171683;"Company 67";56.43833078739022;0.0;45.94600116577288;0.0;0;0;0;0;2;0;178704.00000000003;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_93";"Norway";2;0.33;6.0;8334231.0;17.3;0.06871873429234782;0.07920452589887157;"Company 133";57.08898697023193;58.07040229009124;49.878501680536594;Infinity;0;0;0;0;2;3;17344.8;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_68";"Sweden";2;0.34;75.0;1.22044504E8;14.4;0.06202866261747517;0.07181646748171683;"Company 67";56.93158883801218;57.856186764686015;48.407352047883066;Infinity;0;0;0;0;2;3;223380.00000000003;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_183";"Sweden";2;0.34;156.0;2.61688678E8;14.4;0.06202866261747517;0.06860525212089635;"Company 91";58.244485521331136;57.92166995008277;50.12512592196031;Infinity;0;0;0;0;3;3;464630.4000000001;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_264";"Sweden";2;0.36;90.0;2.84064647E8;12.0;0.06202866261747517;0.053197530850079465;"Company 163";89.91224844364828;78.84986299046416;91.5587409882365;Infinity;0;0;0;0;1;3;283824.0;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_102";"Sweden";2;0.34;8.25;1.1527082E7;13.3;0.06202866261747517;0.04031863070135886;"Company 441";49.81910097305392;40.777026939941095;39.101482066377024;Infinity;0;0;0;0;3;3;24571.800000000003;0
1;1;0.07194379946912868;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_305";"Sweden";2;0.3;25.3;3.7861546E7;15.1;0.0;0.0;"Company 121";37.87783553221314;0.0;15.510949036053496;0.0;0;2012;2026;180;3;1;66488.4;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Overgang_2012_2026_2";"Sweden";3;1.0;71.0;0.0;0.0;0.0;0.0;"Company 235";0.0;0.0;-28.571266110581043;0.0;0;2012;2026;180;3;1;621960.0;1
1;1;0.08017561879998769;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_328";"Sweden";2;0.32;44.0;6.6970126E7;14.2;0.0;0.0;"Company 145";35.91872600145288;0.0;12.245766484786403;0.0;0;2012;2026;180;3;1;123340.8;1
1;1;0.06242406769889263;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_312";"Sweden";2;0.27;18.0;2.598819E7;15.5;0.0;0.0;"Company 97";39.91718811657928;0.0;18.909870009997068;0.0;0;2012;2026;180;3;1;42573.600000000006;1
